Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Label
95502143,8,4,56,11601,20,7.0,8760,2900.25,122.0600882,0.125651631,8682013.0,27000000.0,95400000,124793,0,1,971.9166667,7.0,2900.25,1
80655813,8,5,56,11601,20,7.0,5840,2320.2,144.5277106,0.161178711,6721317.75,21400000.0,80600000,41040,0,1,897.1538462,7.0,2320.2,1
434462,3,5,26,11607,20,8.666666667,5840,2321.4,26775.64436,18.41357817,62066.0,163963.4171,411,434447,0,0,1454.125,8.666666667,2321.4,1
10850935,1,6,6,36,6,6.0,6,6.0,3.87063419,0.645105698,1808489.167,4415111.348,0,10800000,0,1,6.857142857,6.0,6.0,0
60854,1,1,64,130,64,64.0,130,130.0,3187.958064,32.86554705,60854.0,0.0,0,0,0,0,129.0,64.0,130.0,0
87605256,8,6,56,11601,20,7.0,5840,1933.5,133.0627925,0.159807763,6738865.846,23000000.0,86900000,767655,0,1,833.0714286,7.0,1933.5,1
7923495,5,0,30,0,6,6.0,0,0.0,3.78620798,0.631034663,1980873.75,3960637.526,7923495,0,0,1,7.2,6.0,0.0,1
136095,5,2,11601,26,7215,2320.2,20,13.0,85432.96962,51.43465961,22682.5,48988.35266,136095,281,0,0,1661.0,2320.2,13.0,0
517423,3,5,26,11607,20,8.666666667,7215,2321.4,22482.57229,15.46123771,73917.57143,195218.3916,657,517377,0,0,1454.125,8.666666667,2321.4,1
7930806,4,0,24,0,6,6.0,0,0.0,3.026174137,0.504362356,2643602.0,4575384.984,7930806,0,0,1,7.5,6.0,0.0,1
1704417,3,6,26,11607,20,8.666666667,4380,1934.5,6825.207681,5.280397931,213052.125,602303.0266,606,1704369,0,0,1292.555556,8.666666667,1934.5,1
8861251,8,4,56,11607,20,7.0,11595,2901.75,1316.179849,1.354210596,805568.2727,2398029.798,8043039,818905,0,1,972.4166667,7.0,2901.75,1
3100004,2,0,0,0,0,0.0,0,0.0,0.0,0.645160458,3100004.0,0.0,3100004,0,0,0,0.0,0.0,0.0,0
5446363,3,1,12,0,6,4.0,0,0.0,2.203305215,0.734435072,1815454.333,3072428.915,5446363,0,0,0,3.0,4.0,0.0,0
8078723,1,6,1375,30,1375,1375.0,6,5.0,173.9136247,0.866473575,1346453.833,3291353.243,0,8069915,1,1,397.1428571,1375.0,5.0,0
1800678,3,7,26,11607,20,8.666666667,5840,1658.142857,6460.344381,5.553463751,200075.3333,599747.5331,810,1800667,0,0,1163.3,8.666666667,1658.142857,1
94453835,8,4,56,11601,20,7.0,8760,2900.25,123.4147878,0.127046191,8586712.273,25400000.0,92700000,1709786,0,1,971.9166667,7.0,2900.25,1
210,2,2,64,204,32,32.0,102,102.0,1276190.476,19047.61905,70.0,79.60527621,3,49,0,0,75.0,32.0,102.0,0
73903253,8,5,56,11601,20,7.0,5840,2320.2,157.7332462,0.175905653,6158604.417,20700000.0,73700000,175269,0,1,897.1538462,7.0,2320.2,1
11549349,5,0,30,0,6,6.0,0,0.0,2.597549005,0.432924834,2887337.25,5773338.506,11500000,0,0,1,7.2,6.0,0.0,1
22364,15,6,18467,24,2920,1231.133333,6,4.0,826819.8891,939.0091218,1118.2,4045.420486,22364,18211,0,0,880.5238095,1231.133333,4.0,0
60574754,14,14,2076,5090,1732,148.2857143,1726,363.5714286,118.300109,0.462238774,2243509.407,4197150.727,51000000,60500000,0,0,255.9285714,148.2857143,363.5714286,0
173990,3,5,26,11607,20,8.666666667,5840,2321.4,66860.16438,45.979654,24855.71429,65158.78898,886,173908,0,0,1454.125,8.666666667,2321.4,1
10130275,4,0,24,0,6,6.0,0,0.0,2.36913608,0.394856013,3376758.333,5847669.983,10100000,0,0,1,7.5,6.0,0.0,1
4682897,5,0,30,0,6,6.0,0,0.0,6.406290807,1.067715134,1170724.25,2339442.643,4682897,0,0,1,7.2,6.0,0.0,1
924892,3,6,26,11607,20,8.666666667,4380,1934.5,12577.68475,9.730865874,115611.5,326610.4885,890,924845,0,0,1292.555556,8.666666667,1934.5,1
32856063,4,0,0,0,0,0.0,0,0.0,0.0,0.121743132,11000000.0,19000000.0,32900000,0,0,0,0.0,0.0,0.0,0
7767688,1,6,6,36,6,6.0,6,6.0,5.407014288,0.901169048,1294614.667,3152596.004,0,7737861,0,1,6.857142857,6.0,6.0,0
601191,30,22,6064,13576,1313,202.1333333,3069,617.0909091,32668.48639,86.49497414,11788.05882,55430.01281,601191,563897,0,0,377.6923077,202.1333333,617.0909091,0
6950841,5,0,30,0,6,6.0,0,0.0,4.316024493,0.719337415,1737710.25,3472761.391,6950841,0,0,1,7.2,6.0,0.0,1
11032827,5,0,30,0,6,6.0,0,0.0,2.719158018,0.453193003,2758206.75,5515099.519,11000000,0,0,1,7.2,6.0,0.0,1
5928871,4,0,24,0,6,6.0,0,0.0,4.047988226,0.674664704,1976290.333,3422170.144,5928871,0,0,1,7.5,6.0,0.0,1
139624,18,25,200,480,43,11.11111111,51,19.2,4870.222884,307.9699765,3324.380952,12542.21052,139556,139536,0,0,15.81395349,11.11111111,19.2,0
1497078,3,5,26,11607,20,8.666666667,7215,2321.4,7770.470209,5.343742945,213868.2857,565409.7367,619,1497059,0,0,1454.125,8.666666667,2321.4,1
248,3,1,43,6,31,14.33333333,6,6.0,197580.6452,16129.03226,82.66666667,87.08807802,248,0,0,1,13.75,14.33333333,6.0,0
848218,3,5,26,11601,20,8.666666667,4380,2320.2,13707.56103,9.431537647,121174.0,318878.359,3213,848170,0,0,1453.375,8.666666667,2320.2,1
185,2,2,66,164,33,33.0,82,82.0,1243243.243,21621.62162,61.66666667,105.9449543,0,1,0,0,65.75,33.0,82.0,0
3851889,2,0,12,0,6,6.0,0,0.0,3.11535457,0.519225762,3851889.0,0.0,3851889,0,0,1,9.0,6.0,0.0,1
1861923,3,5,26,11607,20,8.666666667,10135,2321.4,6247.841613,4.296633105,265989.0,702420.1749,2606,1861833,0,0,1454.125,8.666666667,2321.4,1
152795,13,10,1404,4132,777,108.0,1410,413.2,36231.55208,150.5284859,6945.227273,12312.55411,152795,116299,0,0,240.6956522,108.0,413.2,0
1737174,3,5,26,11607,20,8.666666667,10135,2321.4,6696.508237,4.605180598,248167.7143,656130.6086,738,1737129,0,0,1454.125,8.666666667,2321.4,1
113427,7,2,11601,26,5840,1657.285714,20,13.0,102506.4579,79.34618742,14178.375,37096.02455,113427,113,0,0,1291.888889,1657.285714,13.0,0
332904,2,2,64,252,32,32.0,126,126.0,949.2225987,12.01547593,110968.0,192157.182,48,4,0,0,87.0,32.0,126.0,0
1459145,35,40,2686,6718,408,76.74285714,976,167.95,6444.870112,51.39996368,19718.17568,113625.2085,1459145,506219,0,0,125.3866667,76.74285714,167.95,0
77305,2,2,52,308,26,26.0,154,154.0,4656.878598,51.74309553,25768.33333,44626.86641,3,3,0,0,96.5,26.0,154.0,0
8258249,4,0,24,0,6,6.0,0,0.0,2.906185076,0.484364179,2752749.667,4767291.736,8258249,0,0,1,7.5,6.0,0.0,1
93980503,8,5,56,11607,20,7.0,7215,2321.4,124.1002083,0.138326563,7831708.583,23800000.0,92300000,1687466,0,1,897.6153846,7.0,2321.4,1
82264626,6,10,11613,68,8760,1935.5,20,6.8,141.9929874,0.19449429,5484308.4,18700000.0,82300000,80900000,0,1,730.4375,1935.5,6.8,0
9993777,4,0,24,0,6,6.0,0,0.0,2.40149445,0.400249075,3331259.0,5769049.033,9993777,0,0,1,7.5,6.0,0.0,1
20151,3,5,26,11601,20,8.666666667,7300,2320.2,576993.6976,397.0026301,2878.714286,6641.185354,17973,20085,0,0,1453.375,8.666666667,2320.2,1
149,2,2,46,46,23,23.0,23,23.0,617449.6644,26845.63758,49.66666667,85.16063253,1,0,0,0,28.75,23.0,23.0,0
80797037,8,5,56,11607,20,7.0,10220,2321.4,144.3493528,0.160896989,6733086.417,22000000.0,80700000,85770,0,1,897.6153846,7.0,2321.4,1
11100715,5,0,30,0,6,6.0,0,0.0,2.702528621,0.450421437,2775178.75,5548350.167,11100000,0,0,1,7.2,6.0,0.0,1
1215311,3,5,26,11601,20,8.666666667,8760,2320.2,9567.098463,6.582677191,173615.8571,446446.8653,29067,1215289,0,0,1453.375,8.666666667,2320.2,1
228,2,2,66,164,33,33.0,82,82.0,1008771.93,17543.85965,76.0,91.53687781,1,49,0,0,65.75,33.0,82.0,0
109473,1,1,64,157,64,64.0,157,157.0,2018.762617,18.26934495,109473.0,0.0,0,0,0,0,142.5,64.0,157.0,0
94611568,8,5,56,11607,20,7.0,7215,2321.4,123.2724523,0.137403917,7884297.333,23400000.0,92900000,1731792,0,1,897.6153846,7.0,2321.4,1
654997,3,5,26,11607,20,8.666666667,8760,2321.4,17760.38669,12.2137964,93571.0,247160.865,711,654900,0,0,1454.125,8.666666667,2321.4,1
408,3,0,65,0,53,21.66666667,0,0.0,159313.7255,7352.941176,204.0,282.8427125,408,0,0,1,23.66666667,21.66666667,0.0,0
80688224,9,6,62,11601,20,6.888888889,4380,1933.5,144.5440167,0.185900733,5763444.571,19800000.0,80600000,67353,0,1,777.9333333,6.888888889,1933.5,1
247209,3,5,26,11607,20,8.666666667,5840,2321.4,47057.34824,32.36128134,35315.57143,93047.47672,686,247164,0,0,1454.125,8.666666667,2321.4,1
235399,1,1,0,0,0,0.0,0,0.0,0.0,8.496212813,235399.0,0.0,0,0,0,1,0.0,0.0,0.0,0
99573,3,6,26,11601,20,8.666666667,4380,1933.5,116768.6019,90.385948,12446.625,30714.40229,11393,99494,0,0,1291.888889,8.666666667,1933.5,1
1814744,3,7,26,11601,20,8.666666667,4380,1657.285714,6406.964288,5.5104191,201638.2222,596751.9966,21055,1814598,0,0,1162.7,8.666666667,1657.285714,1
73968398,8,6,56,11601,20,7.0,5840,1933.5,157.5943283,0.189270018,5689876.769,17200000.0,73200000,818432,0,1,833.0714286,7.0,1933.5,1
36,2,0,12,0,6,6.0,0,0.0,333333.3333,55555.55556,36.0,0.0,36,0,0,1,9.0,6.0,0.0,0
91578774,8,5,56,11607,20,7.0,7215,2321.4,127.3548388,0.141954292,7631564.5,24300000.0,90700000,921843,0,1,897.6153846,7.0,2321.4,1
920559,3,5,26,11607,20,8.666666667,10135,2321.4,12636.88694,8.690371828,131508.4286,347517.9643,699,920524,0,0,1454.125,8.666666667,2321.4,1
89886,1,1,48,48,48,48.0,48,48.0,1068.019491,22.25040607,89886.0,0.0,0,0,0,0,72.0,48.0,48.0,0
224,1,1,0,0,0,0.0,0,0.0,0.0,8928.571429,224.0,0.0,0,0,0,1,0.0,0.0,0.0,0
7651807,4,0,24,0,6,6.0,0,0.0,3.136514029,0.522752338,2550602.333,4412629.639,7651807,0,0,1,7.5,6.0,0.0,1
8693708,4,0,24,0,6,6.0,0,0.0,2.760617219,0.46010287,2897902.667,5018666.868,8693708,0,0,1,7.5,6.0,0.0,1
98982793,8,5,56,11607,20,7.0,5840,2321.4,117.8285604,0.131335959,8248566.083,26300000.0,97700000,1281874,0,1,897.6153846,7.0,2321.4,1
5817195,8,6,390,3716,209,48.75,1460,619.3333333,705.8384668,2.406658192,447476.5385,1560957.501,5817195,90850,0,0,293.2857143,48.75,619.3333333,0
31,1,1,6,6,6,6.0,6,6.0,387096.7742,64516.12903,31.0,0.0,0,0,0,1,9.0,6.0,6.0,0
9161740,6,0,36,0,6,6.0,0,0.0,3.929384593,0.654897432,1832348.0,4096145.627,9161740,0,0,1,7.0,6.0,0.0,1
23603,1,1,45,61,45,45.0,61,61.0,4490.95454,84.73499131,23603.0,0.0,0,0,0,0,75.5,45.0,61.0,0
100182494,8,4,56,11601,20,7.0,7215,2900.25,116.3576543,0.119781406,9107499.455,27400000.0,99400000,797182,0,1,971.9166667,7.0,2900.25,1
21024,3,6,26,11601,20,8.666666667,5840,1933.5,553034.6271,428.0821918,2628.0,4565.150475,9661,20959,0,0,1291.888889,8.666666667,1933.5,1
12014924,1,6,1375,30,1375,1375.0,6,5.0,116.9379016,0.582608762,2002487.333,4892679.312,0,12000000,1,1,397.1428571,1375.0,5.0,0
1244468,3,5,26,11601,20,8.666666667,8760,2320.2,9342.948151,6.428449747,177781.1429,463533.6363,15351,1244427,0,0,1453.375,8.666666667,2320.2,1
331,2,2,70,264,35,35.0,132,132.0,1009063.444,12084.59215,110.3333333,189.3708883,1,1,0,0,92.25,35.0,132.0,0
212,2,2,64,256,32,32.0,128,128.0,1509433.962,18867.92453,70.66666667,80.71142009,3,49,0,0,88.0,32.0,128.0,0
3955493,1,6,1375,30,1375,1375.0,6,5.0,355.2022466,1.769690908,659248.8333,1605806.707,0,3952902,1,1,397.1428571,1375.0,5.0,0
115496345,21,17,1015,4933,568,48.33333333,1460,290.1764706,51.4994652,0.329014741,3121522.838,4601278.075,115000000,111000000,0,0,156.5263158,48.33333333,290.1764706,0
1865976,4,0,24,0,6,6.0,0,0.0,12.86190176,2.143650293,621992.0,1076465.359,1865976,0,0,1,7.5,6.0,0.0,1
6990940,4,0,24,0,6,6.0,0,0.0,3.43301473,0.572169122,2330313.333,4035352.498,6990940,0,0,1,7.5,6.0,0.0,1
40476,3,4,26,11601,20,8.666666667,8675,2900.25,287256.6459,172.9419903,6746.0,12878.77809,7965,40188,0,0,1661.0,8.666666667,2900.25,1
49444,2,2,80,202,40,40.0,101,101.0,5703.422053,80.89960359,16481.33333,28502.3483,3,48,0,0,80.5,40.0,101.0,0
52,2,0,12,0,6,6.0,0,0.0,230769.2308,38461.53846,52.0,0.0,52,0,0,1,9.0,6.0,0.0,0
220092,3,5,26,11601,20,8.666666667,8760,2320.2,52827.90833,36.34843611,31441.71429,72193.15919,25920,220065,0,0,1453.375,8.666666667,2320.2,1
2200746,16,24,1396,4574,378,87.25,1430,190.5833333,2712.716506,18.17565498,56429.38462,186291.527,2150611,2151387,0,0,149.25,87.25,190.5833333,0
901646,6,2,11607,26,7215,1934.5,20,13.0,12901.95931,8.872661776,128806.5714,340313.948,901646,48,0,0,1454.125,1934.5,13.0,0
1044349,5,2,11607,26,11595,2321.4,20,13.0,11138.99664,6.702740176,174058.1667,426002.4631,1044349,90,0,0,1661.857143,2321.4,13.0,0
23606,1,1,43,139,43,43.0,139,139.0,7709.904262,84.72422266,23606.0,0.0,0,0,0,0,112.5,43.0,139.0,0
194,2,2,66,98,33,33.0,49,49.0,845360.8247,20618.5567,64.66666667,28.00595175,49,48,0,0,49.25,33.0,49.0,0
91227,1,1,44,259,44,44.0,259,259.0,3321.385116,21.9233341,91227.0,0.0,0,0,0,0,173.5,44.0,259.0,0
60840,2,2,60,264,30,30.0,132,132.0,5325.443787,65.74621959,20280.0,35120.79423,3,3,0,0,88.5,30.0,132.0,0
5935360,4,0,24,0,6,6.0,0,0.0,4.043562648,0.673927108,1978453.333,3426181.538,5935360,0,0,1,7.5,6.0,0.0,1
731035,3,5,26,11601,20,8.666666667,5840,2320.2,15904.84724,10.94338848,104433.5714,269988.5417,14060,730895,0,0,1453.375,8.666666667,2320.2,1
11565754,5,0,30,0,6,6.0,0,0.0,2.593864611,0.432310768,2891438.5,5780181.98,11600000,0,0,1,7.2,6.0,0.0,1
1177828,3,4,26,11601,20,8.666666667,8760,2900.25,9871.560194,5.943142802,196304.6667,478951.6368,3036,1177762,0,0,1661.0,8.666666667,2900.25,1
908014,3,5,26,11607,20,8.666666667,10135,2321.4,12811.47648,8.810436843,129716.2857,342674.5777,829,907967,0,0,1454.125,8.666666667,2321.4,1
3002908,4,0,24,0,6,6.0,0,0.0,7.992252843,1.33204214,1000969.333,1732866.386,3002908,0,0,1,7.5,6.0,0.0,1
30330,1,1,41,57,41,41.0,57,57.0,3231.124299,65.94131223,30330.0,0.0,0,0,0,0,69.5,41.0,57.0,0
9030919,4,0,24,0,6,6.0,0,0.0,2.657536846,0.442922808,3010306.333,5213404.227,9030919,0,0,1,7.5,6.0,0.0,1
73579975,6,9,11613,62,10220,1935.5,20,6.888888889,158.6708884,0.203859814,5255712.5,16500000.0,73600000,73100000,0,1,778.7333333,1935.5,6.888888889,0
7039664,1,5,6,30,6,6.0,6,6.0,5.113880435,0.852313406,1407932.8,3127318.8,0,7005820,0,1,7.0,6.0,6.0,0
19158,3,4,26,11607,20,8.666666667,11595,2901.75,607213.6966,365.3826078,3193.0,7446.817414,714,19056,0,0,1661.857143,8.666666667,2901.75,1
825758,3,4,26,11601,20,8.666666667,8760,2900.25,14080.39644,8.477059865,137626.3333,332772.2307,8622,825573,0,0,1661.0,8.666666667,2900.25,1
60324,2,2,66,194,33,33.0,97,97.0,4310.059015,66.30860023,20108.0,34822.01546,4,3,0,0,73.25,33.0,97.0,0
36693,3,4,26,11601,20,8.666666667,8760,2900.25,316872.428,190.7720819,6115.5,9580.467958,13070,36539,0,0,1661.0,8.666666667,2900.25,1
33462,3,5,26,11607,20,8.666666667,10135,2321.4,347648.0784,239.0771622,4780.285714,12304.73245,495,33433,0,0,1454.125,8.666666667,2321.4,1
1316411,1,5,6,30,6,6.0,6,6.0,27.34708233,4.557847055,263282.2,572293.5341,0,1304964,0,1,7.0,6.0,6.0,0
5492988,3,1,0,0,0,0.0,0,0.0,0.0,0.728201117,1830996.0,3082076.885,5492988,0,0,0,0.0,0.0,0.0,0
4104912,5,0,30,0,6,6.0,0,0.0,7.30831745,1.218052908,1026228.0,2051816.049,4104912,0,0,1,7.2,6.0,0.0,1
29414,3,3,26,11601,20,8.666666667,11595,3867.0,395287.9581,203.9844972,5882.8,7712.741095,14077,29273,0,0,1937.833333,8.666666667,3867.0,1
43176,3,6,26,11601,20,8.666666667,4380,1933.5,269293.1258,208.4491384,5397.0,12905.25463,5303,43164,0,0,1291.888889,8.666666667,1933.5,1
426250,3,6,26,11607,20,8.666666667,5840,1934.5,27291.4956,21.1143695,53281.25,150383.8574,649,426203,0,0,1292.555556,8.666666667,1934.5,1
587784,3,5,26,11607,20,8.666666667,7215,2321.4,19791.28387,13.61044193,83969.14286,221737.7906,698,587704,0,0,1454.125,8.666666667,2321.4,1
451123,3,5,26,11607,20,8.666666667,7215,2321.4,25786.75882,17.73352279,64446.14286,170098.4574,637,451077,0,0,1454.125,8.666666667,2321.4,1
475368,3,6,26,11607,20,8.666666667,5840,1934.5,24471.56729,18.93270056,59421.0,167719.3929,731,475318,0,0,1292.555556,8.666666667,1934.5,1
81943906,8,6,56,11607,20,7.0,4380,1934.5,142.3290708,0.17084858,6303377.385,20500000.0,80900000,1045948,0,1,833.5,7.0,1934.5,1
2637730,4,0,24,0,6,6.0,0,0.0,9.098732622,1.516455437,879243.3333,1522408.287,2637730,0,0,1,7.5,6.0,0.0,1
68,3,1,43,6,31,14.33333333,6,6.0,720588.2353,58823.52941,22.66666667,23.71356855,68,0,0,1,13.75,14.33333333,6.0,0
10165619,5,0,30,0,6,6.0,0,0.0,2.951123783,0.491853964,2541404.75,5077969.633,10200000,0,0,1,7.2,6.0,0.0,1
23860,1,1,61,77,61,61.0,77,77.0,5783.738474,83.82229673,23860.0,0.0,0,0,0,0,99.5,61.0,77.0,0
162938,1,1,43,140,43,43.0,140,140.0,1123.126588,12.27460752,162938.0,0.0,0,0,0,0,113.0,43.0,140.0,0
60959,2,2,126,256,63,63.0,128,128.0,6266.506997,65.61787431,20319.66667,35152.26767,1,48,0,0,111.25,63.0,128.0,0
96085437,8,6,56,11607,20,7.0,5840,1934.5,121.3815575,0.145703662,7391187.462,23400000.0,94200000,1889562,0,1,833.5,7.0,1934.5,1
62931,3,4,26,11607,20,8.666666667,11595,2901.75,184853.252,111.2329377,10488.5,25292.87791,761,62889,0,0,1661.857143,8.666666667,2901.75,1
209,2,2,156,412,78,78.0,206,206.0,2717703.349,19138.75598,69.66666667,114.6051191,3,4,0,0,161.5,78.0,206.0,0
296,2,2,72,170,36,36.0,85,85.0,817567.5676,13513.51351,98.66666667,89.49487881,46,48,0,0,69.5,36.0,85.0,0
3323778,1,6,1375,30,1375,1375.0,6,5.0,422.7117455,2.106037166,553963.0,1341053.492,0,3320920,1,1,397.1428571,1375.0,5.0,0
9801377,5,0,30,0,6,6.0,0,0.0,3.060794417,0.510132403,2450344.25,4898627.227,9801377,0,0,1,7.2,6.0,0.0,1
82138622,8,6,56,11607,20,7.0,8760,1934.5,141.9916687,0.17044357,6318355.538,21300000.0,81000000,1107751,0,1,833.5,7.0,1934.5,1
76609,3,5,26,11601,20,8.666666667,4380,2320.2,151770.6797,104.4263729,10944.14286,22541.43232,16038,76600,0,0,1453.375,8.666666667,2320.2,1
22578409,4,0,24,0,6,6.0,0,0.0,1.062962408,0.177160401,7526136.333,13000000.0,22600000,0,0,1,7.5,6.0,0.0,1
79583156,6,9,11607,62,4380,1934.5,20,6.888888889,146.6265047,0.188482095,5684511.143,20900000.0,79600000,78500000,0,1,778.3333333,1934.5,6.888888889,0
615604,3,5,26,11607,20,8.666666667,10135,2321.4,18896.88826,12.99536715,87943.42857,232222.3493,750,615587,0,0,1454.125,8.666666667,2321.4,1
1087273,3,6,26,11607,20,8.666666667,4380,1934.5,10699.24481,8.277589897,135909.125,384087.071,640,1087237,0,0,1292.555556,8.666666667,1934.5,1
115667,2,1,12,6,6,6.0,6,6.0,155.6191481,25.93652468,57833.5,81719.62359,115667,0,0,1,8.0,6.0,6.0,0
1585328,3,6,26,11607,20,8.666666667,5840,1934.5,7337.913668,5.677058628,198166.0,560010.0376,1100,1585297,0,0,1292.555556,8.666666667,1934.5,1
287438,3,5,26,11601,20,8.666666667,4380,2320.2,40450.46236,27.83208901,41062.57143,104104.7433,10030,287382,0,0,1453.375,8.666666667,2320.2,1
191,2,0,12,0,6,6.0,0,0.0,62827.22513,10471.20419,191.0,0.0,191,0,0,0,9.0,6.0,0.0,0
3666445,1,5,6,30,6,6.0,6,6.0,9.818775408,1.636462568,733289.0,1621761.377,0,3659936,0,1,7.0,6.0,6.0,0
36106,5,0,30,0,6,6.0,0,0.0,830.8868332,138.4811389,9026.5,17363.05715,36106,0,0,1,7.2,6.0,0.0,1
143882,3,6,26,11607,20,8.666666667,5840,1934.5,80850.9751,62.55125728,17985.25,50485.38476,779,143870,0,0,1292.555556,8.666666667,1934.5,1
34170456,7,7,460,1818,430,65.71428571,1806,259.7142857,66.66577701,0.409710658,2628496.615,4327378.549,30800000,34100000,0,0,162.7142857,65.71428571,259.7142857,0
11910645,4,0,24,0,6,6.0,0,0.0,2.015004225,0.335834038,3970215.0,6874904.563,11900000,0,0,1,7.5,6.0,0.0,1
116170214,21,18,1252,4612,804,59.61904762,1816,256.2222222,50.47765514,0.335714282,3057110.895,4581936.144,116000000,110000000,0,0,150.3589744,59.61904762,256.2222222,0
205430,2,0,12,0,6,6.0,0,0.0,58.41405832,9.735676386,205430.0,0.0,205430,0,0,1,9.0,6.0,0.0,0
785205,3,4,26,11601,20,8.666666667,8760,2900.25,14807.59802,8.914869365,130867.5,311907.9984,17595,785130,0,0,1661.0,8.666666667,2900.25,1
419147,3,3,579,0,579,193.0,0,0.0,1381.376939,14.31478694,83829.4,114268.9396,208991,210292,0,0,96.5,193.0,0.0,0
508873,6,2,11601,26,4380,1933.5,20,13.0,22848.52999,15.72101487,72696.14286,184563.2576,508873,1023,0,0,1453.375,1933.5,13.0,0
30275,3,7,26,11601,20,8.666666667,2920,1657.285714,384046.2428,330.3055326,3363.888889,6757.150351,18986,30129,0,0,1162.7,8.666666667,1657.285714,1
439318,3,4,652,421,652,217.3333333,421,105.25,2442.422118,15.93378828,73219.66667,112850.5843,219052,220470,0,0,153.2857143,217.3333333,105.25,0
453423,3,6,26,11607,20,8.666666667,5840,1934.5,25655.95481,19.84901516,56677.875,160066.8501,473,453332,0,0,1292.555556,8.666666667,1934.5,1
12043689,5,0,30,0,6,6.0,0,0.0,2.490931142,0.41515519,3010922.25,6019840.554,12000000,0,0,1,7.2,6.0,0.0,1
3384853,1,5,6,30,6,6.0,6,6.0,10.63561697,1.772602828,676970.6,1503847.016,0,3370412,0,1,7.0,6.0,6.0,0
187740,3,6,26,11601,20,8.666666667,4380,1933.5,61931.39448,47.93863854,23467.5,59727.16114,16815,187558,0,0,1291.888889,8.666666667,1933.5,1
674072,3,6,26,11601,20,8.666666667,5840,1933.5,17248.89923,13.35168943,84259.0,234690.6102,8539,673931,0,0,1291.888889,8.666666667,1933.5,1
5223894,3,1,0,0,0,0.0,0,0.0,0.0,0.765712321,1741298.0,2982229.761,5223894,0,0,0,0.0,0.0,0.0,0
75012712,7,9,12976,56,4380,1853.714286,20,6.222222222,173.7305538,0.213297181,5000847.467,19200000.0,75000000,75000000,1,1,900.4375,1853.714286,6.222222222,0
991017,6,2,11601,26,7300,1933.5,20,13.0,11732.39208,8.072515406,141573.8571,368654.0867,991017,207,0,0,1453.375,1933.5,13.0,0
11033601,1,6,6,36,6,6.0,6,6.0,3.806554179,0.634425697,1838933.5,4487223.024,0,11000000,0,1,6.857142857,6.0,6.0,0
10913241,9,10,12467,2718,4284,1385.222222,907,271.8,1391.428999,1.741004345,606291.1667,2348167.85,912657,10900000,0,0,799.2105263,1385.222222,271.8,0
64747,3,5,26,11607,20,8.666666667,7215,2321.4,179668.5561,123.5578482,9249.571429,24034.3625,879,64694,0,0,1454.125,8.666666667,2321.4,1
78893826,8,6,56,11607,20,7.0,4380,1934.5,147.8315933,0.177453683,6068755.846,18900000.0,78900000,34182,0,1,833.5,7.0,1934.5,1
856625,3,5,26,11601,20,8.666666667,4380,2320.2,13573.03371,9.338975631,122375.0,322227.1405,2815,856608,0,0,1453.375,8.666666667,2320.2,1
4909311,1,5,6,30,6,6.0,6,6.0,7.33300457,1.222167428,981862.2,2178176.565,0,4902893,0,1,7.0,6.0,6.0,0
6018946,1,5,6,30,6,6.0,6,6.0,5.981113637,0.996852273,1203789.2,2684015.681,0,6011838,0,1,7.0,6.0,6.0,0
59529,4,2,140,102,35,35.0,51,51.0,4065.245511,100.791211,11905.8,16299.84734,30144,3,0,0,46.16666667,35.0,51.0,0
3098279,3,3,6,6,6,2.0,6,2.0,3.873117947,1.936558974,619655.8,905720.2042,1074165,3074850,0,0,2.0,2.0,2.0,0
25452,2,4,20,11601,20,10.0,8760,2900.25,456584.9442,235.7378595,5090.4,11138.5345,25028,25439,0,0,1936.833333,10.0,2900.25,1
179869,3,4,26,11601,20,8.666666667,8760,2900.25,64641.48908,38.91721197,29978.16667,70475.79497,5863,179767,0,0,1661.0,8.666666667,2900.25,1
1880006,3,5,26,11601,20,8.666666667,7300,2320.2,6184.55473,4.255305568,268572.2857,707298.3913,7000,1879905,0,0,1453.375,8.666666667,2320.2,1
3017914,5,0,30,0,6,6.0,0,0.0,9.940641118,1.65677352,754478.5,1508271.744,3017914,0,0,1,7.2,6.0,0.0,1
212,2,2,64,204,32,32.0,102,102.0,1264150.943,18867.92453,70.66666667,75.72538104,4,55,0,0,75.0,32.0,102.0,0
434840,3,6,26,11601,20,8.666666667,5840,1933.5,26738.57051,20.69726796,54355.0,147420.5647,15515,434691,0,0,1291.888889,8.666666667,1933.5,1
5334708,3,1,12,0,6,4.0,0,0.0,2.249420212,0.749806737,1778236.0,3007018.324,5334708,0,0,0,3.0,4.0,0.0,0
1378199,3,5,26,11601,20,8.666666667,4380,2320.2,8436.372396,5.804676973,196885.5714,516715.2955,8952,1377865,0,0,1453.375,8.666666667,2320.2,1
912887,3,6,26,11607,20,8.666666667,5840,1934.5,12743.08868,9.858832473,114110.875,322444.8014,480,912717,0,0,1292.555556,8.666666667,1934.5,1
